STT (cột 1)	STT của chương (cột 2)	Tên chương (cột 3)	Mã liên kết (cột 4)	Tên kỹ thuật (cột 5)	
290	31	2. Tuần hoàn 	27.26	Phẫu thuật nội soi hỗ trợ kẹp cổ túi phình mạch máu não	
291	32	2. Tuần hoàn 	10.168	Phẫu thuật điều trị vết thương - chấn thương mạch cảnh	
292	33	2. Tuần hoàn 	10.254	Phẫu thuật điều trị hẹp khít động mạch cảnh do xơ vữa	
293	34	2. Tuần hoàn 	10.255	Phẫu thuật điều trị phồng động mạch cảnh	
294	35	2. Tuần hoàn 	10.256	Phẫu thuật điều trị thông động - tĩnh mạch cảnh	
295	36	2. Tuần hoàn 	10.257	Phẫu thuật bắc cầu các động mạch cảnh - cảnh	
296	37	2. Tuần hoàn 		Phẫu thuật bắc cầu các động mạch cảnh - dưới đòn	
297	38	2. Tuần hoàn 		Phẫu thuật bắc cầu các động mạch cảnh - đốt sống	
298	39	2. Tuần hoàn 	3.3173	Phẫu thuật bắc cầu động mạch dưới đòn - động mạch cảnh	
299	40	2. Tuần hoàn 	3.3177	Phẫu thuật lấy lớp áo trong động mạch cảnh	
300	41	2. Tuần hoàn 		"Phẫu thuật thông động mạch cảnh, tĩnh mạch cảnh"	
301	42	2. Tuần hoàn 		Phẫu thuật thay đoạn động mạch chậu	
302	43	2. Tuần hoàn 		Phẫu thuật bắc cầu mạch chậu - đùi	
303	44	2. Tuần hoàn 	10.169	Phẫu thuật điều trị vết thương - chấn thương mạch chậu	
304	45	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương tĩnh mạch chủ	
305	46	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương động mạch thân tạng	
306	47	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương tĩnh mạch thân tạng	
307	48	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương động mạch mạc treo tràng trên	
308	49	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương tĩnh mạch mạc treo tràng trên	
309	50	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương động mạch mạc treo tràng dưới	
310	51	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương tĩnh mạch mạc treo tràng dưới	
311	52	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương tĩnh mạch thận	
312	53	2. Tuần hoàn 	10.174	Phẫu thuật điều trị vết thương - chấn thương động mạch thận	
313	54	2. Tuần hoàn 	10.267	Phẫu thuật bắc cầu tĩnh mạch cửa - tĩnh mạch chủ dưới điều trị tăng áp lực tĩnh mạch cửa	
314	55	2. Tuần hoàn 		Phẫu thuật nối tĩnh mạch lách - tĩnh mạch thận	
315	56	2. Tuần hoàn 	3.3191	Phẫu thuật nối bắc cầu tĩnh mạch cửa ngoài gan với nhánh tĩnh mạch cửa trong gan	
316	57	2. Tuần hoàn 	10.177	Phẫu thuật ghép van tim đồng loài không xác định	
317	58	2. Tuần hoàn 	10.197	Phẫu thuật thay van ba lá	
318	59	2. Tuần hoàn 	10.22	Phẫu thuật thay van hai lá	
319	60	2. Tuần hoàn 	10.221	Phẫu thuật thay van động mạch chủ	
320	61	2. Tuần hoàn 		Phẫu thuật sửa van động mạch phổi	
321	62	2. Tuần hoàn 		Phẫu thuật thay van động mạch phổi	
322	63	2. Tuần hoàn 	10.178	Phẫu thuật thắt ống động mạch	
323	64	2. Tuần hoàn 		Phẫu thuật cắt ống động mạch	
324	65	2. Tuần hoàn 		Phẫu thuật vá ống động mạch	
325	66	2. Tuần hoàn 	27.109	Phẫu thuật nội soi kẹp ống động mạch	
326	67	2. Tuần hoàn 	10.18	Phẫu thuật thắt hẹp động mạch phổi trong bệnh tim bẩm sinh có tăng áp lực động mạch phổi nặng	
327	68	2. Tuần hoàn 	10.181	Phẫu thuật bắc cầu động mạch chủ - động mạch phổi trong bệnh tim bẩm sinh có hẹp đường ra thất phải	
328	69	2. Tuần hoàn 	10.182	Phẫu thuật nối tắt tĩnh mạch chủ - động mạch phổi điều trị bệnh tim bẩm sinh phức tạp (phẫu thuật Gleen)	
329	70	2. Tuần hoàn 	3.318	Phẫu thuật Fontan	
330	71	2. Tuần hoàn 	10.184	Phẫu thuật đóng thông liên nhĩ	
331	72	2. Tuần hoàn 	10.185	Phẫu thuật vá thông liên thất	
332	73	2. Tuần hoàn 	10.186	Phẫu thuật sửa toàn bộ tứ chứng Fallot	
333	74	2. Tuần hoàn 	3.31	Phẫu thuật sửa toàn bộ bệnh Fallot không có van động mạch phổi	
334	75	2. Tuần hoàn 	10.187	Phẫu thuật sửa toàn bộ kênh sàn nhĩ - thất bán phần	
335	76	2. Tuần hoàn 	10.188	Phẫu thuật sửa toàn bộ kênh sàn nhĩ - thất toàn bộ	
336	77	2. Tuần hoàn 	10.189	Phẫu thuật sửa toàn bộ bệnh thất phải hai đường ra	
337	78	2. Tuần hoàn 	10.19	Phẫu thuật sửa toàn bộ bệnh đảo ngược các mạch máu lớn	
338	79	2. Tuần hoàn 	10.191	Phẫu thuật sửa toàn bộ vỡ phình xoang Valsalva	
339	80	2. Tuần hoàn 	10.192	Phẫu thuật sửa toàn bộ bệnh nhĩ 3 buồng	
340	81	2. Tuần hoàn 	10.193	Phẫu thuật điều trị hẹp đường ra thất phải đơn thuần	
341	82	2. Tuần hoàn 	10.194	Phẫu thuật sửa toàn bộ bệnh tĩnh mạch phổi đổ lạc chỗ bán phần	
342	83	2. Tuần hoàn 	10.195	Phẫu thuật sửa toàn bộ bệnh tĩnh mạch phổi đổ lạc chỗ hoàn toàn	
343	84	2. Tuần hoàn 	10.198	Phẫu thuật đóng rò động mạch vành vào các buồng tim	
344	85	2. Tuần hoàn 	10.2	Phẫu thuật điều trị rò động - tĩnh mạch phổi	
345	86	2. Tuần hoàn 	10.201	Phẫu thuật tạo hình quai động mạch chủ	
346	87	2. Tuần hoàn 	3.3102	Phẫu thuật Norwood trong hội chứng thiểu sản tim trái	
347	88	2. Tuần hoàn 	3.3108	Phẫu thuật dạng DKS trong các bệnh lý một tâm thất	
348	89	2. Tuần hoàn 	10.202	Phẫu thuật tạo hình eo động mạch chủ	
349	90	2. Tuần hoàn 	10.207	Phẫu thuật mở hẹp van động mạch phổi bằng ngừng tuần hoàn tạm thời	
350	91	2. Tuần hoàn 	27.101	Phẫu thuật nội soi sửa van hai lá	
351	92	2. Tuần hoàn 		Phẫu thuật nội soi sửa van ba lá	
352	93	2. Tuần hoàn 		Phẫu thuật nội soi sửa van động mạch chủ	
353	94	2. Tuần hoàn 		Phẫu thuật ít xâm lấn sửa van động mạch chủ	
354	95	2. Tuần hoàn 	27.102	Phẫu thuật nội soi thay van hai lá	
355	96	2. Tuần hoàn 		Phẫu thuật nội soi thay van động mạch chủ	
356	97	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ sửa van động mạch phổi	
357	98	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ thay van động mạch phổi	
358	99	2. Tuần hoàn 		Phẫu thuật ít xâm lấn thay van hai lá	
359	100	2. Tuần hoàn 	27.103	Phẫu thuật nội soi đóng lỗ thông liên nhĩ	
360	101	2. Tuần hoàn 		Phẫu thuật nội soi vá thông liên nhĩ	
361	102	2. Tuần hoàn 		Phẫu thuật nội soi vá (khâu đóng) thông liên nhĩ + chuyển tĩnh mạch phổi	
362	103	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ sửa toàn bộ bệnh thông sàn nhĩ thất thể bán phần	
363	104	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ vá lỗ thông liên thất	
364	105	2. Tuần hoàn		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ điều trị bệnh bất thường tĩnh mạch phổi bán phần kèm theo thông liên nhĩ hoặc không	
365	106	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ vá lỗ thông liên nhĩ	
366	107	2. Tuần hoàn 	10.21	Ghép tim	
367	108	2. Tuần hoàn 	10.211	Ghép phổi	
368	109	2. Tuần hoàn 	10.212	Ghép khối tim - phổi	
369	110	2. Tuần hoàn 	10.213	Phẫu thuật bắc cầu động mạch chủ - động mạch vành có dùng máy tim phổi nhân tạo	
370	111	2. Tuần hoàn 	10.214	Phẫu thuật bắc cầu động mạch chủ - động mạch vành không dùng máy tim phổi nhân tạo	
371	112	2. Tuần hoàn 	10.196	Phẫu thuật sửa van ba lá	
372	113	2. Tuần hoàn 	10.218	Phẫu thuật sửa van hai lá	
373	114	2. Tuần hoàn 	10.223	Phẫu thuật tạo hình van động mạch chủ	
374	115	2. Tuần hoàn 	3.3155	Phẫu thuật sửa toàn bộ bất thường Ebstein van 3 lá	
375	116	2. Tuần hoàn 	10.23	Phẫu thuật thay đoạn động mạch chủ lên	
376	117	2. Tuần hoàn 		Phẫu thuật thay quai động mạch chủ	
377	118	2. Tuần hoàn 		Phẫu thuật thay đoạn động mạch chủ xuống	
378	119	2. Tuần hoàn 	3.3185	Phẫu thuật thay đoạn động mạch ngực xuống	
379	120	2. Tuần hoàn 	10.233	Phẫu thuật cắt u nhày nhĩ trái	
380	121	2. Tuần hoàn 	10.234	Phẫu thuật cắt u cơ tim	
381	122	2. Tuần hoàn 	10.235	Phẫu thuật cắt túi phồng thất trái	
382	123	2. Tuần hoàn 	10.236	Phẫu thuật cắt màng tim điều trị viêm màng ngoài tim	
383	124	2. Tuần hoàn 	10.238	Phẫu thuật dẫn lưu dịch khoang màng tim	
384	125	2. Tuần hoàn 		Phẫu thuật đóng ngực thì 2 cho người bệnh sau mổ tim	
385	126	2. Tuần hoàn 	10.239	Phẫu thuật nạo viêm điều trị viêm xương ức	
386	127	2. Tuần hoàn 	27.1	Phẫu thuật nội soi đặt điện cực tạo nhịp thượng tâm mạc	
387	128	2. Tuần hoàn 	27.104	Phẫu thuật nội soi dẫn lưu khoang màng tim	
388	129	2. Tuần hoàn 	27.105	Phẫu thuật nội soi cắt màng ngoài tim	
389	130	2. Tuần hoàn 	3.3128	Phẫu thuật sửa bệnh lý vòng thắt quai động mạch chủ và các nhánh lớn của quai động mạch chủ	
390	131	2. Tuần hoàn 	27.107	Phẫu thuật nội soi điều trị rung nhĩ	
391	132	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ cắt màng ngăn trong tim	
392	133	2. Tuần hoàn 		Phẫu thuật tim hở ít xâm lấn có nội soi hỗ trợ cắt u trong tim	
393	134	2. Tuần hoàn 		Phẫu thuật cắt giảm thể tích phổi điều trị bệnh phổi tắc nghẽn mạn tính (COPD)	
394	135	2. Tuần hoàn 		Phẫu thuật điều trị rung nhĩ (MAZE)	
395	136	2. Tuần hoàn 	3.3118	Phẫu thuật điều trị các rối loạn nhịp tim	
396	137	2. Tuần hoàn 		Phẫu thuật hợp lưu tuần hoàn bàng hệ chủ - phổi (MAPCAs)	
397	138	2. Tuần hoàn 	3.3098	Phẫu thuật sửa toàn bộ bệnh teo van động mạch phổi kèm thông liên thất	
398	139	2. Tuần hoàn 	10.246	"Phẫu thuật thay đoạn động mạch chủ bụng dưới thận, động mạch chậu"	
399	140	2. Tuần hoàn 	10.245	Phẫu thuật thay đoạn động mạch chủ bụng dưới thận	
400	141	2. Tuần hoàn 		"Phẫu thuật hẹp hay tắc chạc ba động mạch chủ và động mạch chậu, tạo hình hoặc thay chạc ba"	
401	142	2. Tuần hoàn 	10.248	Phẫu thuật bắc cầu động mạch chủ lên - động mạch lớn xuất phát từ quai động mạch chủ	
402	143	2. Tuần hoàn 	3.3172	Phẫu thuật phục hồi lưu thông tĩnh mạch chủ trên bị tắc	
403	144	2. Tuần hoàn 	10.258	Phẫu thuật bắc cầu mạch nách - đùi	
404	145	2. Tuần hoàn 		Phẫu thuật bắc cầu mạch đùi - đùi	
405	146	2. Tuần hoàn 		Phẫu thuật bắc cầu mạch đùi - khoeo	
406	147	2. Tuần hoàn 		Phẫu thuật bắc cầu mạch đùi - cẳng chân	
407	148	2. Tuần hoàn 	3.3176	Phẫu thuật bắc cầu động mạch nách - đùi	
408	149	2. Tuần hoàn 	10.25	"Phẫu thuật điều trị tắc động mạch chi cấp tính do huyết khối, mảnh sùi, dị vật [mạch máu chi trên]"	
409	150	2. Tuần hoàn 	10.25	"Phẫu thuật điều trị tắc động mạch chi cấp tính do huyết khối, mảnh sùi, dị vật [động mạch chi dưới]"	
410	151	2. Tuần hoàn 	10.252	Phẫu thuật bắc cầu động mạch chủ bụng - động mạch tạng [chủ - thân tạng]	
411	152	2. Tuần hoàn 	10.252	Phẫu thuật bắc cầu động mạch chủ bụng - động mạch tạng [chủ - mạc treo tràng trên]	
412	153	2. Tuần hoàn 	10.252	Phẫu thuật bắc cầu động mạch chủ bụng - động mạch tạng [chủ - thận phải]	
413	154	2. Tuần hoàn 	10.252	Phẫu thuật bắc cầu động mạch chủ bụng - động mạch tạng [chủ - thận trái]	
					
414	155	2. Tuần hoàn 	10.252	Phẫu thuật bắc cầu động mạch chủ bụng - động mạch tạng [chủ - mạc treo tràng dưới]	
415	156	2. Tuần hoàn 	10.253	Phẫu thuật lấy khối phồng hoặc giả phồng lập lại lưu thông mạch tạng	
416	157	2. Tuần hoàn		"Phẫu thuật tái lập lưu thông động mạch thận bằng ghép mạch máu, lột nội mạc động mạch hay cắm lại động mạch thận"	
417	158	2. Tuần hoàn 	3.3164	Phẫu thuật tạo lỗ rò động tĩnh mạch bằng ghép mạch máu	
418	159	2. Tuần hoàn 	10.259	Phẫu thuật điều trị bệnh suy - giãn tĩnh mạch chi dưới	
419	160	2. Tuần hoàn 	10.26	Phẫu thuật tạo thông động - tĩnh mạch để chạy thận nhân tạo [kèm theo nông hóa tĩnh mạch - chuyển vị tĩnh mạch]	
420	161	2. Tuần hoàn 		Phẫu thuật tạo thông động - tĩnh mạch để chạy thận nhân tạo	
421	162	2. Tuần hoàn 		Phẫu thuật tạo thông động - tĩnh mạch để chạy thận nhân tạo [có sử dụng mạch nhân tạo]	
422	163	2. Tuần hoàn 	10.261	Phẫu thuật cắt đường thông động - tĩnh mạch chạy thận nhân tạo do biến chứng hoặc sau ghép thận	
423	164	2. Tuần hoàn 	10.262	Phẫu thuật lấy khối phồng hoặc giả phồng lập lại lưu thông mạch chi	
424	165	2. Tuần hoàn 	10.263	Phẫu thuật thắt mạch điều trị giả phồng mạch do tiêm chích ma túy	
425	166	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [không xác định vị trí]	
426	167	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [mạch máu khác ở đầu và cổ]	
427	168	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [mạch máu chi trên]	
428	169	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [động mạch chủ]	
429	170	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [mạch máu khác của ngực]	
430	171	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [động mạch ở bụng]	
431	172	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [tĩnh mạch ở bụng]	
432	173	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [động mạch chi dưới]	
433	174	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [tĩnh mạch chi dưới]	
434	175	2. Tuần hoàn 	10.265	Phẫu thuật cắt u máu nhỏ (đường kính < 10 cm) [mạch máu nội sọ]	
					
435	176	2. Tuần hoàn 	10.264	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [mạch máu nội sọ]	
436	177	2. Tuần hoàn 	10.264	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [không xác định vị trí]	
437	178	2. Tuần hoàn 	10.264	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [mạch máu khác ở đầu và cổ]	
438	179	2. Tuần hoàn 	10.264	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [mạch máu chi trên]	
439	180	2. Tuần hoàn 	10.264	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [động mạch chủ]	
440	181	2. Tuần hoàn 	10.264; 12.193	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [mạch máu khác của ngực]	
441	182	2. Tuần hoàn 	10.264; 12.193	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [động mạch ở bụng]	
442	183	2. Tuần hoàn 	10.264; 12.193	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [tĩnh mạch ở bụng]	
443	184	2. Tuần hoàn 	10.264; 12.193	Phẫu thuật cắt u máu lớn (đường kính ≥ 10 cm) [động mạch chi dưới]	
444	185	2. Tuần hoàn 	10.264; 12.193	Phẫu thuật cắt u máu tĩnh mạch chi dưới đường kính ≥ 10 cm	
445	186	2. Tuần hoàn 	10.266	Phẫu thuật điều trị thông động - tĩnh mạch chi [động mạch chi dưới]	
446	187	2. Tuần hoàn 	10.266	Phẫu thuật điều trị thông động - tĩnh mạch chi [mạch máu chi trên]	
447	188	2. Tuần hoàn 	10.266	Phẫu thuật điều trị thông động - tĩnh mạch chi [tĩnh mạch chi dưới]	
448	189	2. Tuần hoàn 	10.245	Phẫu thuật thay đoạn động mạch chủ trên thận	
449	190	2. Tuần hoàn 	27.11	Phẫu thuật nội soi thắt tuần hoàn bàng hệ chủ - phổi	
450	191	2. Tuần hoàn 		Phẫu thuật thắt tuần hoàn bàng hệ chủ phổi	
451	192	2. Tuần hoàn 	27.111	Phẫu thuật nội soi điều trị phồng; hẹp; tắc động mạch chủ bụng dưới thận	
452	193	2. Tuần hoàn 	27.112	Phẫu thuật nội soi lấy động mạch ngực trong để làm cầu nối	
453	194	2. Tuần hoàn 	27.113	Phẫu thuật nội soi lấy tĩnh mạch hiển để làm cầu nối	
